,Unnamed: 0,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
11162,11162,0.031769,3,0.553191,0.086015,0.242636,0.003467,0.422915,0.414912,1
39859,39859,0.8985,6,0.404255,0.090309,0.626004,0.005989,0.623252,0.36886,1
12228,12228,0.425158,4,0.765957,0.060796,0.41327,0.003467,0.422915,0.414912,0
22117,22117,0.455821,7,0.787234,0.03999,0.699494,0.002725,0.487312,0.599123,0
13428,13428,0.429317,1,0.765957,0.070914,0.472478,0.003467,0.422915,0.414912,0
836,836,0.000752,5,0.425532,0.095473,0.567093,0.003467,0.422915,0.414912,1
25603,25603,0.465201,3,0.404255,0.07938,0.538233,0.005465,0.505697,0.257018,1
5457,5457,0.014203,3,0.702128,0.040711,0.477685,0.003467,0.422915,0.414912,0
28176,28176,0.47374,1,0.0,0.02687,0.236834,0.001782,0.297514,0.786404,0
7640,7640,0.022388,7,0.170213,0.061277,0.050878,0.003467,0.422915,0.414912,0
25600,25600,0.465201,3,0.340426,0.076348,0.488991,0.005264,0.516313,0.226754,1
17664,17664,0.442547,6,0.0,0.067822,0.475602,0.004761,0.440963,0.500526,0
35363,35363,0.885138,3,0.744681,0.082743,0.669146,0.005742,0.69912,0.232895,1
30194,30194,0.868015,1,0.042553,0.028642,0.160815,0.000839,0.294666,0.704825,0
26066,26066,0.465643,6,0.042553,0.028161,0.252455,0.001934,0.349819,0.282456,0
368,368,0.00031,2,0.680851,0.162093,0.498959,0.003467,0.422915,0.414912,1
20792,20792,0.451573,1,0.170213,0.031164,0.168997,0.001224,0.255308,0.860088,0
15229,15229,0.434184,4,0.276596,0.066891,0.479619,0.003467,0.422915,0.414912,0
41358,41358,0.902925,2,0.638298,0.085775,0.47471,0.005775,0.567323,0.443421,1
27657,27657,0.473253,4,0.191489,0.041972,0.245909,0.00284,0.202745,0.557018,0
43762,43762,0.911287,3,0.723404,0.041852,0.405683,0.00269,0.29363,0.664474,0
24628,24628,0.464316,4,0.085106,0.028852,0.29396,0.001901,0.360435,0.510526,0
41400,41400,0.902969,3,0.510638,0.104329,0.519637,0.007115,0.698343,0.192544,1
22309,22309,0.455998,4,0.787234,0.057944,0.743677,0.003938,0.642413,0.376316,1
8012,8012,0.022698,7,0.93617,0.086736,0.32163,0.003467,0.422915,0.414912,1
24992,24992,0.464625,4,0.680851,0.067071,0.430973,0.004641,0.465303,0.266667,1
23329,23329,0.460024,5,0.021277,0.030413,0.477239,0.002021,0.36898,0.458772,0
30967,30967,0.871776,3,0.148936,0.017173,0.149063,0.000841,0.250129,0.886404,0
11454,11454,0.032034,2,0.638298,0.063408,0.314043,0.003467,0.422915,0.414912,0
19224,19224,0.447016,3,0.510638,0.057404,0.579738,0.004026,0.575091,0.269737,1
24471,24471,0.461042,7,0.829787,0.030083,0.381285,0.002077,0.31564,0.385088,1
14581,14581,0.433565,4,0.787234,0.082803,0.447337,0.003467,0.422915,0.414912,1
14999,14999,0.433963,6,0.489362,0.047286,0.373401,0.003467,0.422915,0.414912,0
523,523,0.000442,5,0.914894,0.076498,0.378608,0.003467,0.422915,0.414912,0
1164,1164,0.001062,5,0.255319,0.087216,0.372657,0.003467,0.422915,0.414912,1
27663,27663,0.473253,4,0.319149,0.035457,0.542696,0.002418,0.436302,0.567544,0
15271,15271,0.434229,5,0.148936,0.059625,0.15784,0.003467,0.422915,0.414912,0
15344,15344,0.434273,6,0.680851,0.045334,0.307647,0.003467,0.422915,0.414912,0
23692,23692,0.460334,5,0.595745,0.038069,0.466379,0.002657,0.559814,0.122807,0
28841,28841,0.474315,7,0.87234,0.02666,0.238768,0.001778,0.189539,0.811842,1
30151,30151,0.86797,7,0.148936,0.02672,0.153972,0.000962,0.193941,0.902193,0
26362,26362,0.468962,5,0.212766,0.035367,0.278935,0.002372,0.261005,0.464474,0
7228,7228,0.02199,5,0.595745,0.056263,0.44213,0.003467,0.422915,0.414912,1
4033,4033,0.009867,2,0.021277,0.088777,0.515472,0.003467,0.422915,0.414912,1
16845,16845,0.438697,2,0.957447,0.050198,0.441684,0.003467,0.422915,0.414912,0
2111,2111,0.004956,3,1.0,0.056323,0.533918,0.003467,0.422915,0.414912,1
31228,31228,0.871997,1,0.595745,0.028792,0.512794,0.001695,0.256085,0.927632,0
26259,26259,0.468873,3,0.06383,0.028041,0.217941,0.001886,0.27188,0.429825,0
3736,3736,0.009557,2,0.851064,0.041642,0.654121,0.003467,0.422915,0.414912,0
921,921,0.000841,7,0.191489,0.076018,0.085094,0.003467,0.422915,0.414912,0
15811,15811,0.437768,2,0.404255,0.062958,0.466528,0.003467,0.422915,0.414912,1
2881,2881,0.008805,6,0.021277,0.080911,0.503273,0.003467,0.422915,0.414912,0
9456,9456,0.027123,3,0.0,0.077939,0.37712,0.003467,0.422915,0.414912,0
7829,7829,0.022565,4,0.106383,0.043653,0.197263,0.003467,0.422915,0.414912,0
19149,19149,0.446927,1,0.957447,0.041972,0.473966,0.001392,0.306059,0.765789,1
35678,35678,0.885448,3,0.297872,0.027771,0.452395,0.00188,0.507768,0.46886,0
43770,43770,0.911287,3,0.893617,0.036688,0.406129,0.002337,0.236665,0.749123,0
23223,23223,0.459891,2,0.829787,0.042422,0.581226,0.002931,0.501295,0.386404,0
394,394,0.000354,3,0.212766,0.077999,0.202321,0.003467,0.422915,0.414912,0
1624,1624,0.004513,7,0.851064,0.089498,0.516959,0.003467,0.422915,0.414912,1
38788,38788,0.894474,5,0.085106,0.064609,0.427998,0.004244,0.49275,0.545175,1
2094,2094,0.004956,3,0.638298,0.042422,0.481404,0.003467,0.422915,0.414912,0
31877,31877,0.875802,1,0.106383,0.018014,0.086433,0.000993,0.204816,0.841667,0
30723,30723,0.871554,5,0.06383,0.024709,0.226421,0.000868,0.367685,0.772368,0
7863,7863,0.022565,4,0.829787,0.047076,0.464743,0.003467,0.422915,0.414912,0
28715,28715,0.474227,5,0.234043,0.023448,0.101309,0.001037,0.04376,0.903509,0
11538,11538,0.424539,4,0.382979,0.058394,0.357929,0.003467,0.422915,0.414912,1
21018,21018,0.45175,5,0.893617,0.033956,0.725528,0.002306,0.51709,0.603509,0
21029,21029,0.451794,6,0.106383,0.044434,0.411336,0.002987,0.40782,0.67807,0
17457,17457,0.442326,1,0.702128,0.05257,0.316572,0.00354,0.278871,0.500526,1
22680,22680,0.456351,5,0.510638,0.033325,0.532728,0.002223,0.540911,0.588158,0
9122,9122,0.026813,3,0.042553,0.049478,0.260637,0.003467,0.422915,0.414912,0
35177,35177,0.898102,6,0.87234,0.035727,0.524398,0.002472,0.515795,0.372807,0
11592,11592,0.424583,5,0.510638,0.088237,0.411633,0.003467,0.422915,0.414912,1
21634,21634,0.452325,4,0.723404,0.035217,0.674799,0.002339,0.664682,0.492982,0
9696,9696,0.027344,1,0.0,0.048487,0.231032,0.003467,0.422915,0.414912,0
15615,15615,0.434538,5,0.319149,0.044314,0.249331,0.003467,0.422915,0.414912,0
19008,19008,0.446839,6,0.0,0.040201,0.521422,0.001273,0.415329,0.736404,0
34242,34242,0.881023,1,0.382979,0.029302,0.314787,0.000825,0.205075,0.61886,1
25079,25079,0.464714,6,0.489362,0.051339,0.473222,0.003546,0.504661,0.299561,1
38177,38177,0.893899,6,0.361702,0.150805,0.814936,0.009969,0.755567,0.498246,1
21813,21813,0.455555,1,0.446809,0.033025,0.514579,0.00161,0.302952,0.918421,0
32282,32282,0.876156,2,0.553191,0.024559,0.504612,0.000667,0.251424,0.857018,0
24944,24944,0.464581,3,0.680851,0.092891,0.554597,0.006238,0.464526,0.544737,1
11740,11740,0.424716,1,0.595745,0.11862,0.555341,0.003467,0.422915,0.414912,1
14099,14099,0.429937,1,0.744681,0.077129,0.571407,0.003467,0.422915,0.414912,0
6523,6523,0.018229,4,0.914894,0.041281,0.342755,0.003467,0.422915,0.414912,0
37713,37713,0.890359,3,0.702128,0.108532,0.798869,0.006334,0.656137,0.504386,1
24590,24590,0.461174,3,0.297872,0.029152,0.404344,0.001934,0.416882,0.423684,0
7238,7238,0.02199,5,0.808511,0.048487,0.437965,0.003467,0.422915,0.414912,0
27939,27939,0.473519,3,0.06383,0.027051,0.218685,0.001843,0.329881,0.524561,0
37466,37466,0.890138,5,0.553191,0.077189,0.663791,0.005467,0.748835,0.270614,0
36325,36325,0.889076,2,0.787234,0.029542,0.637905,0.001988,0.652253,0.237281,0
25832,25832,0.465422,1,0.170213,0.018014,0.065605,0.001138,0.115743,0.748684,0
2975,2975,0.008849,7,1.0,0.041582,0.409402,0.003467,0.422915,0.414912,0
20032,20032,0.447768,6,0.340426,0.06596,0.685064,0.004547,0.610306,0.279825,1
28319,28319,0.473829,3,1.0,0.036928,0.401964,0.002464,0.375194,0.697807,1
43450,43450,0.907969,4,0.212766,0.081752,0.350788,0.00537,0.425945,0.646053,1
18793,18793,0.446617,1,0.531915,0.042903,0.41208,0.002788,0.264112,0.753947,0
38359,38359,0.894075,3,0.148936,0.048037,0.299018,0.003037,0.41999,0.692982,0
26655,26655,0.469227,4,0.319149,0.050378,0.49033,0.00333,0.487571,0.417982,0
27293,27293,0.469802,3,0.617021,0.438844,0.726569,0.029441,0.793889,0.160965,1
7703,7703,0.022433,1,0.489362,0.059926,0.484677,0.003467,0.422915,0.414912,0
13144,13144,0.429052,2,0.851064,0.058034,0.382029,0.003467,0.422915,0.414912,0
614,614,0.000531,7,0.808511,0.045214,0.461024,0.003467,0.422915,0.414912,0
43042,43042,0.90757,2,0.723404,0.090249,0.576465,0.005908,0.612895,0.398684,1
31558,31558,0.872307,1,0.468085,0.029993,0.364921,0.001016,0.253237,0.841667,1
27790,27790,0.473342,6,0.978723,0.042362,0.421749,0.002908,0.353444,0.25307,0
14797,14797,0.433786,2,0.276596,0.047886,0.421601,0.003467,0.422915,0.414912,0
9820,9820,0.027432,3,0.595745,0.093731,0.554002,0.003467,0.422915,0.414912,1
775,775,0.000708,4,0.148936,0.081122,0.195775,0.003467,0.422915,0.414912,0
25399,25399,0.495686,6,0.148936,0.027681,0.145641,0.001894,0.226825,0.40614,0
10354,10354,0.031016,7,0.723404,0.074817,0.252306,0.003467,0.422915,0.414912,1
19343,19343,0.447104,5,1.0,0.041011,0.560101,0.002669,0.479544,0.663596,0
33356,33356,0.877129,3,0.93617,0.031674,0.453288,0.002158,0.352667,0.476316,0
4267,4267,0.013097,6,0.914894,0.041401,0.36507,0.003467,0.422915,0.414912,0
35483,35483,0.885271,6,0.234043,0.027171,0.255579,0.00178,0.259451,0.683333,0
4957,4957,0.01376,7,0.276596,0.045755,0.174502,0.003467,0.422915,0.414912,1
22938,22938,0.456573,3,0.893617,0.040561,0.64817,0.002703,0.514759,0.679825,1
9465,9465,0.027123,3,0.191489,0.051219,0.205147,0.003467,0.422915,0.414912,0
5630,5630,0.017433,7,0.297872,0.072175,0.20604,0.003467,0.422915,0.414912,0
27766,27766,0.473342,6,0.468085,0.051279,0.593276,0.003527,0.537027,0.128509,1
31737,31737,0.872484,5,0.191489,0.031734,0.243975,0.002015,0.324443,0.8,0
11334,11334,0.031945,7,0.12766,0.055242,0.016662,0.003467,0.422915,0.414912,0
20767,20767,0.451529,7,0.659574,0.038699,0.427849,0.001784,0.352408,0.726316,0
6079,6079,0.017831,2,0.659574,0.06611,0.436328,0.003467,0.422915,0.414912,0
4102,4102,0.009911,3,0.468085,0.041732,0.574383,0.003467,0.422915,0.414912,0
10549,10549,0.031193,4,0.787234,0.102228,0.389616,0.003467,0.422915,0.414912,1
28625,28625,0.474138,3,0.361702,0.049928,0.534662,0.003373,0.411704,0.574123,1
8907,8907,0.026592,5,0.574468,0.086075,0.453436,0.003467,0.422915,0.414912,0
21320,21320,0.45206,5,0.170213,0.033115,0.266141,0.002216,0.320559,0.767544,0
24039,24039,0.460643,5,0.829787,0.075958,0.579292,0.00515,0.508545,0.484649,1
42765,42765,0.907305,3,0.957447,0.067191,0.432461,0.00484,0.433972,0.464474,0
14131,14131,0.429981,2,0.404255,0.07959,0.582862,0.003467,0.422915,0.414912,0
11363,11363,0.031945,7,0.744681,0.074817,0.227462,0.003467,0.422915,0.414912,1
32321,32321,0.8762,3,0.361702,0.028432,0.531538,0.001818,0.523304,0.657895,1
29798,29798,0.867616,6,0.808511,0.028732,0.398542,0.001863,0.482393,0.620614,0
34498,34498,0.881244,6,0.723404,0.028342,0.499702,0.001915,0.494821,0.529825,0
37270,37270,0.889961,1,0.468085,0.043323,0.511157,0.002241,0.327292,0.72193,0
39696,39696,0.898367,3,0.0,0.075627,0.574829,0.004859,0.479285,0.687719,1
2885,2885,0.008805,6,0.106383,0.041582,0.282059,0.003467,0.422915,0.414912,0
770,770,0.000708,4,0.042553,0.106761,0.448676,0.003467,0.422915,0.414912,0
17049,17049,0.438919,7,0.191489,0.045304,0.050729,0.003467,0.422915,0.414912,0
7879,7879,0.02261,5,0.148936,0.06641,0.14936,0.003467,0.422915,0.414912,0
20083,20083,0.447812,7,0.404255,0.046475,0.654567,0.003205,0.409891,0.495614,1
7680,7680,0.022433,1,0.0,0.047526,0.274323,0.003467,0.422915,0.414912,0
22689,22689,0.456351,5,0.702128,0.033325,0.513984,0.0022,0.522527,0.52807,0
9919,9919,0.027521,5,0.659574,0.098475,0.533026,0.003467,0.422915,0.414912,1
18189,18189,0.442989,2,0.957447,0.053471,0.525439,0.003207,0.356292,0.588158,0
21703,21703,0.455467,6,0.148936,0.032905,0.286373,0.002225,0.324184,0.811842,0
40328,40328,0.898943,2,0.170213,0.044704,0.184618,0.002894,0.304505,0.645175,0
30405,30405,0.868192,5,0.446809,0.027201,0.612169,0.001701,0.520197,0.797368,0
22974,22974,0.456617,4,0.638298,0.030863,0.466825,0.002098,0.576903,0.49693,0
8117,8117,0.022831,3,0.106383,0.067761,0.208718,0.003467,0.422915,0.414912,0
19016,19016,0.446839,6,0.170213,0.004503,0.214371,0.000295,0.174262,0.575439,0
7111,7111,0.021902,3,0.148936,0.064519,0.19042,0.003467,0.422915,0.414912,0
30441,30441,0.868236,6,0.191489,0.027171,0.23014,0.000868,0.281201,0.864474,0
45278,45278,0.9158,7,0.297872,0.064759,0.384261,0.004458,0.328068,0.378509,0
7694,7694,0.022433,1,0.297872,0.059926,0.359714,0.003467,0.422915,0.414912,0
44532,44532,0.911995,5,0.765957,0.042783,0.471586,0.002887,0.416624,0.403509,0
44147,44147,0.911641,4,0.744681,0.044073,0.452841,0.003029,0.537286,0.26886,0
16364,16364,0.438255,6,0.93617,0.060166,0.316424,0.003467,0.422915,0.414912,1
17900,17900,0.442724,3,0.93617,0.063048,0.526778,0.004221,0.381926,0.614912,0
43049,43049,0.90757,2,0.87234,0.046866,0.456114,0.003162,0.545313,0.384649,0
12509,12509,0.425424,3,0.617021,0.235379,0.665724,0.003467,0.422915,0.414912,1
29074,29074,0.866953,5,0.723404,0.035937,0.337251,0.002399,0.344899,0.585088,1
28924,28924,0.474404,2,0.595745,0.055542,0.444659,0.003793,0.366132,0.44693,1
5599,5599,0.014336,6,0.659574,0.104329,0.493306,0.003467,0.422915,0.414912,1
11567,11567,0.424539,4,1.0,0.058094,0.306456,0.003467,0.422915,0.414912,1
704,704,0.000619,2,0.680851,0.13105,0.493306,0.003467,0.422915,0.414912,1
5964,5964,0.017743,7,0.255319,0.060406,0.119012,0.003467,0.422915,0.414912,1
15556,15556,0.434494,4,0.085106,0.045605,0.180899,0.003467,0.422915,0.414912,0
40475,40475,0.899075,5,0.234043,0.049147,0.319399,0.003209,0.367167,0.632018,0
44531,44531,0.911995,5,0.744681,0.043443,0.481404,0.00295,0.450544,0.390789,0
15301,15301,0.434229,5,0.787234,0.059385,0.426361,0.003467,0.422915,0.414912,0
36535,36535,0.889297,7,0.148936,0.029062,0.185957,0.000841,0.254531,0.612281,1
1041,1041,0.000929,2,0.702128,0.044134,0.52648,0.003467,0.422915,0.414912,0
85,85,4.4e-05,3,0.787234,0.040711,0.552812,0.003467,0.422915,0.414912,0
16814,16814,0.438697,2,0.297872,0.051759,0.386195,0.003467,0.422915,0.414912,0
9697,9697,0.027344,1,0.021277,0.048487,0.184766,0.003467,0.422915,0.414912,0
4733,4733,0.013539,2,0.617021,0.051699,0.452841,0.003467,0.422915,0.414912,0
20321,20321,0.45113,5,0.361702,0.040711,0.697114,0.002642,0.648887,0.474123,0
15503,15503,0.434406,2,1.0,0.048247,0.404641,0.003467,0.422915,0.414912,0
33216,33216,0.877041,1,0.0,0.030653,0.257066,0.002038,0.235888,0.480263,0
33510,33510,0.880359,7,0.12766,0.041311,0.152187,0.002777,0.221388,0.449561,0
1462,1462,0.00438,4,0.468085,0.045304,0.536299,0.003467,0.422915,0.414912,0
36276,36276,0.885978,1,0.765957,0.068512,0.570366,0.004568,0.506732,0.589912,1
6757,6757,0.018451,2,0.787234,0.048577,0.541803,0.003467,0.422915,0.414912,0
903,903,0.000796,6,0.829787,0.122703,0.458346,0.003467,0.422915,0.414912,1
1846,1846,0.004734,5,0.468085,0.075117,0.612467,0.003467,0.422915,0.414912,0
32975,32975,0.876775,2,1.0,0.028822,0.417138,0.001843,0.348265,0.639912,0
12010,12010,0.424981,7,0.212766,0.058394,0.054151,0.003467,0.422915,0.414912,0
20282,20282,0.451086,4,0.553191,0.041191,0.581821,0.002759,0.671155,0.266228,0
37017,37017,0.889739,3,0.191489,0.029723,0.236388,0.001911,0.347229,0.745614,0
20583,20583,0.451352,3,0.829787,0.040261,0.660071,0.002621,0.58001,0.700877,0
20653,20653,0.45144,5,0.276596,0.036478,0.531389,0.002453,0.491455,0.628509,0
28814,28814,0.474315,7,0.297872,0.027171,0.21571,0.001049,0.106939,0.77193,0
8653,8653,0.026371,7,0.276596,0.069983,0.164832,0.003467,0.422915,0.414912,0
34286,34286,0.881067,2,0.297872,0.028762,0.35421,0.001874,0.398239,0.67193,1
35777,35777,0.885536,5,0.361702,0.05203,0.572746,0.003662,0.644485,0.197368,0
32276,32276,0.876156,2,0.425532,0.024559,0.505504,0.000715,0.241844,0.857018,0
27258,27258,0.469758,2,0.893617,0.061187,0.428741,0.004186,0.335577,0.492544,1
45252,45252,0.915756,6,0.765957,0.053501,0.436626,0.003648,0.395391,0.390789,0
11266,11266,0.031857,5,0.723404,0.055242,0.239363,0.003467,0.422915,0.414912,0
44889,44889,0.912349,6,0.191489,0.048937,0.234603,0.003282,0.283014,0.522368,0
31160,31160,0.871953,7,0.170213,0.029242,0.149955,0.000837,0.195753,0.769737,0
30165,30165,0.86797,7,0.446809,0.048967,0.463106,0.003182,0.334024,0.822368,1
34912,34912,0.875979,1,0.340426,0.028492,0.286819,0.001867,0.194718,0.660965,0
33271,33271,0.877085,2,0.148936,0.028792,0.137459,0.001894,0.186432,0.50307,0
42560,42560,0.907128,6,0.680851,0.087426,0.4759,0.005841,0.57768,0.551316,0
8401,8401,0.023096,2,0.021277,0.074216,0.31806,0.003467,0.422915,0.414912,0
30108,30108,0.867926,6,0.255319,0.028462,0.406129,0.001489,0.440963,0.678509,0
25804,25804,0.465378,7,0.595745,0.029362,0.362987,0.001978,0.328068,0.582895,0
26047,26047,0.465599,5,0.659574,0.059175,0.527968,0.004094,0.501036,0.325,1
25659,25659,0.465245,4,0.574468,0.054732,0.467272,0.003824,0.48291,0.111404,1
18824,18824,0.446662,2,0.170213,0.018734,0.188486,0.00123,0.232781,0.603947,0
10545,10545,0.031193,4,0.702128,0.115077,0.440494,0.003467,0.422915,0.414912,1
12083,12083,0.425025,1,0.744681,0.058394,0.383666,0.003467,0.422915,0.414912,0
8143,8143,0.022831,3,0.659574,0.05257,0.445254,0.003467,0.422915,0.414912,0
36680,36680,0.88943,3,0.170213,0.028312,0.177179,0.001849,0.312015,0.683772,0
16391,16391,0.438299,7,0.489362,0.053471,0.336061,0.003467,0.422915,0.414912,0
19821,19821,0.447547,1,0.957447,0.03891,0.470544,0.002553,0.319006,0.683772,1
2800,2800,0.008716,4,0.340426,0.075417,0.674055,0.003467,0.422915,0.414912,0
275,275,0.000221,7,0.744681,0.047436,0.387682,0.003467,0.422915,0.414912,0
12925,12925,0.425822,5,0.276596,0.061397,0.412824,0.003467,0.422915,0.414912,0
6836,6836,0.018539,4,0.425532,0.101867,0.522761,0.003467,0.422915,0.414912,1
28085,28085,0.473652,6,0.106383,0.020926,0.161857,0.000976,0.27188,0.715789,0
8712,8712,0.026415,1,0.510638,0.100036,0.504165,0.003467,0.422915,0.414912,1
9342,9342,0.02699,7,0.638298,0.090128,0.295894,0.003467,0.422915,0.414912,1
22285,22285,0.455998,4,0.276596,0.036027,0.576614,0.002455,0.463231,0.566228,0
43363,43363,0.90788,2,0.404255,0.075808,0.561589,0.005031,0.564992,0.489035,1
13790,13790,0.429671,2,0.297872,0.080341,0.549836,0.003467,0.422915,0.414912,1
10195,10195,0.030884,4,0.404255,0.073496,0.531836,0.003467,0.422915,0.414912,0
45117,45117,0.915623,3,0.957447,0.071905,0.457899,0.004859,0.304764,0.470614,1
15272,15272,0.434229,5,0.170213,0.059385,0.184023,0.003467,0.422915,0.414912,0
27674,27674,0.473253,4,0.553191,0.028642,0.556233,0.002339,0.462973,0.342105,0
19418,19418,0.447193,7,0.553191,0.042752,0.40717,0.002887,0.398757,0.590351,0
2287,2287,0.005133,7,0.659574,0.075267,0.350491,0.003467,0.422915,0.414912,1
42286,42286,0.906863,7,0.978723,0.070373,0.339929,0.004967,0.357069,0.428509,1
26688,26688,0.469271,5,0.0,0.034736,0.365665,0.0023,0.320041,0.573684,0
20376,20376,0.451175,6,0.510638,0.043623,0.611574,0.002916,0.569912,0.388596,0
16648,16648,0.43852,5,0.851064,0.051849,0.411485,0.003467,0.422915,0.414912,0
32116,32116,0.876023,6,0.085106,0.020355,0.175245,0.000841,0.299845,0.791228,0
40504,40504,0.899075,5,0.851064,0.090969,0.68551,0.006072,0.60927,0.516228,1
9046,9046,0.026724,1,0.468085,0.05221,0.468611,0.003467,0.422915,0.414912,0
31867,31867,0.872572,7,0.914894,0.031374,0.319697,0.001595,0.236406,0.857018,0
43828,43828,0.911376,5,0.085106,0.043863,0.206337,0.002869,0.341015,0.651754,0
20438,20438,0.451219,7,0.808511,0.041492,0.669444,0.0027,0.470999,0.674123,0
24092,24092,0.460688,6,0.93617,0.046535,0.48319,0.003201,0.357069,0.339912,0
38163,38163,0.893899,6,0.06383,0.084574,0.513686,0.005478,0.562662,0.609649,1
18078,18078,0.442901,7,0.638298,0.046175,0.344094,0.003066,0.251942,0.632018,0
30472,30472,0.868236,6,0.851064,0.028882,0.5,0.001876,0.369498,0.710526,0
17255,17255,0.442193,4,0.489362,0.099646,0.528414,0.003467,0.422915,0.414912,1
37041,37041,0.889739,3,0.702128,0.040951,0.671526,0.00291,0.665976,0.290789,0
7475,7475,0.022211,3,0.744681,0.062838,0.452841,0.003467,0.422915,0.414912,0
30621,30621,0.871422,2,0.957447,0.02573,0.475007,0.001383,0.307095,0.792105,0
25936,25936,0.46551,3,0.340426,0.054221,0.512348,0.00372,0.494303,0.392544,1
41787,41787,0.903323,4,0.574468,0.071154,0.499405,0.004778,0.569135,0.441667,1
23635,23635,0.460289,4,0.404255,0.041912,0.56144,0.002879,0.548679,0.294298,1
19420,19420,0.447193,7,0.595745,0.03969,0.372062,0.002885,0.392284,0.618421,0
26477,26477,0.46905,7,0.617021,0.028882,0.320292,0.001901,0.242103,0.638158,0
11125,11125,0.031724,2,0.787234,0.054131,0.335019,0.003467,0.422915,0.414912,0
33987,33987,0.880802,3,0.06383,0.02588,0.198453,0.00167,0.313309,0.735088,0
31844,31844,0.872572,7,0.425532,0.034616,0.444808,0.002056,0.348006,0.851316,1
25486,25486,0.500111,7,0.978723,0.054131,0.344689,0.003683,0.365355,0.259649,1
27488,27488,0.469979,7,0.680851,0.029753,0.424874,0.002019,0.285085,0.504386,0
37854,37854,0.893589,6,0.638298,0.066681,0.583457,0.004481,0.610306,0.434649,0
7303,7303,0.022079,7,0.148936,0.060106,0.054448,0.003467,0.422915,0.414912,1
30454,30454,0.868236,6,0.468085,0.029392,0.672568,0.00187,0.551528,0.657018,1
41865,41865,0.903411,6,0.191489,0.028582,0.180006,0.001843,0.277317,0.740351,0
29468,29468,0.867307,6,0.93617,0.030924,0.401369,0.001049,0.258156,0.792982,0
15475,15475,0.434406,2,0.404255,0.05209,0.509075,0.003467,0.422915,0.414912,1
6580,6580,0.018318,6,0.085106,0.043293,0.265397,0.003467,0.422915,0.414912,0
33607,33607,0.880448,2,0.148936,0.034286,0.118863,0.002252,0.192128,0.577632,1
19422,19422,0.447193,7,0.638298,0.042752,0.364029,0.002881,0.394614,0.600439,1
37227,37227,0.889916,7,0.574468,0.275369,0.472627,0.017862,0.462196,0.704386,1
8384,8384,0.023052,1,0.680851,0.103158,0.463701,0.003467,0.422915,0.414912,1
24651,24651,0.464316,4,0.574468,0.029813,0.442874,0.002065,0.479285,0.30307,1
5242,5242,0.014026,6,0.212766,0.041552,0.182684,0.003467,0.422915,0.414912,0
35315,35315,0.885094,2,0.744681,0.963612,0.72895,0.065099,0.744692,0.374123,1
13465,13465,0.429362,2,0.531915,0.077519,0.547307,0.003467,0.422915,0.414912,0
42860,42860,0.907393,5,0.93617,0.053441,0.433799,0.003727,0.417141,0.435088,0
34652,34652,0.881377,2,0.93617,0.029332,0.433056,0.001973,0.397721,0.50614,0
4533,4533,0.013362,5,0.446809,0.116909,0.664534,0.003467,0.422915,0.414912,1
20873,20873,0.451617,2,0.87234,0.063648,0.719875,0.004221,0.554117,0.670614,1
34457,34457,0.8812,5,0.87234,0.029272,0.481999,0.001986,0.489384,0.521053,0
36161,36161,0.991018,6,0.361702,0.06521,0.651443,0.00446,0.581823,0.408772,0
510,510,0.000442,5,0.638298,0.13105,0.451651,0.003467,0.422915,0.414912,1
19769,19769,0.447502,7,0.87234,0.072775,0.556382,0.005037,0.365096,0.500439,1
34467,34467,0.881244,6,0.06383,0.037348,0.339036,0.002349,0.403677,0.672368,1
29990,29990,0.867793,3,0.808511,0.027531,0.463255,0.001413,0.391766,0.700439,0
27894,27894,0.473475,2,0.12766,0.023118,0.130765,0.00157,0.185914,0.533772,0
10081,10081,0.030795,2,0.021277,0.054792,0.294258,0.003467,0.422915,0.414912,0
21012,21012,0.45175,5,0.765957,0.083133,0.877269,0.005528,0.73537,0.398684,1
26620,26620,0.469183,3,0.595745,0.083493,0.598929,0.005424,0.497929,0.594737,1
20242,20242,0.451042,3,0.723404,0.043923,0.79039,0.002896,0.662351,0.374123,1
13387,13387,0.429273,7,0.914894,0.090969,0.424278,0.003467,0.422915,0.414912,1
43859,43859,0.911376,5,0.744681,0.044254,0.474859,0.002877,0.466598,0.581579,0
37480,37480,0.890138,5,0.851064,0.076258,0.815977,0.005239,0.659762,0.425877,1
26917,26917,0.469448,2,0.787234,0.028582,0.414906,0.001919,0.370533,0.524561,0
7223,7223,0.02199,5,0.489362,0.074367,0.485272,0.003467,0.422915,0.414912,1
31204,31204,0.871997,1,0.085106,0.030023,0.127938,0.000821,0.235629,0.710526,0
12142,12142,0.42507,2,0.978723,0.080341,0.408956,0.003467,0.422915,0.414912,1
4883,4883,0.013672,5,0.744681,0.041431,0.561291,0.003467,0.422915,0.414912,0
40517,40517,0.89912,6,0.106383,0.077849,0.334871,0.005137,0.427758,0.596491,1
1561,1561,0.004469,6,0.531915,0.043833,0.387831,0.003467,0.422915,0.414912,0
41792,41792,0.903323,4,0.680851,0.06536,0.493752,0.004057,0.525634,0.42807,1
37580,37580,0.890226,7,0.93617,0.431218,0.559952,0.002009,0.419213,0.671053,1
20300,20300,0.451086,4,0.93617,0.041642,0.621244,0.002719,0.452097,0.575,0
36738,36738,0.889474,4,0.382979,0.032154,0.627046,0.002254,0.716986,0.207895,0
13303,13303,0.429229,6,0.148936,0.055242,0.124368,0.003467,0.422915,0.414912,0
